  0.5285E-03;   0.9323E-03;   0.1248E-02;   0.1563E-02;   0.1877E-02;   0.2202E-02;   0.2558E-02;   0.2978E-02;   0.3528E-02;   0.4392E-02;   0.6187E-02;   0.4569E-02;   0.3884E-02;   0.3518E-02;   0.3291E-02;   0.3140E-02;   0.3035E-02;   0.2962E-02;   0.2914E-02;   0.2884E-02;   0.2295E-02
  0.5463E-03;   0.9479E-03;   0.1297E-02;   0.1621E-02;   0.1936E-02;   0.2258E-02;   0.2603E-02;   0.2993E-02;   0.3456E-02;   0.4014E-02;   0.4569E-02;   0.4191E-02;   0.3813E-02;   0.3535E-02;   0.3337E-02;   0.3196E-02;   0.3096E-02;   0.3025E-02;   0.2976E-02;   0.2946E-02;   0.2345E-02
  0.5764E-03;   0.1016E-02;   0.1372E-02;   0.1688E-02;   0.1989E-02;   0.2289E-02;   0.2602E-02;   0.2934E-02;   0.3288E-02;   0.3637E-02;   0.3884E-02;   0.3813E-02;   0.3641E-02;   0.3470E-02;   0.3326E-02;   0.3213E-02;   0.3128E-02;   0.3065E-02;   0.3021E-02;   0.2993E-02;   0.2383E-02
  0.7436E-03;   0.1166E-02;   0.1487E-02;   0.1771E-02;   0.2041E-02;   0.2309E-02;   0.2580E-02;   0.2855E-02;   0.3125E-02;   0.3363E-02;   0.3518E-02;   0.3535E-02;   0.3470E-02;   0.3377E-02;   0.3285E-02;   0.3204E-02;   0.3137E-02;   0.3086E-02;   0.3049E-02;   0.3025E-02;   0.2411E-02
  0.9855E-03;   0.1418E-02;   0.1639E-02;   0.1867E-02;   0.2096E-02;   0.2325E-02;   0.2555E-02;   0.2781E-02;   0.2992E-02;   0.3171E-02;   0.3291E-02;   0.3337E-02;   0.3326E-02;   0.3285E-02;   0.3232E-02;   0.3179E-02;   0.3132E-02;   0.3094E-02;   0.3065E-02;   0.3046E-02;   0.2430E-02
  0.1227E-02;   0.1634E-02;   0.1786E-02;   0.1961E-02;   0.2149E-02;   0.2342E-02;   0.2535E-02;   0.2721E-02;   0.2892E-02;   0.3036E-02;   0.3140E-02;   0.3196E-02;   0.3213E-02;   0.3204E-02;   0.3179E-02;   0.3149E-02;   0.3119E-02;   0.3093E-02;   0.3072E-02;   0.3058E-02;   0.2441E-02
  0.1389E-02;   0.1799E-02;   0.1908E-02;   0.2044E-02;   0.2197E-02;   0.2358E-02;   0.2520E-02;   0.2677E-02;   0.2820E-02;   0.2942E-02;   0.3035E-02;   0.3096E-02;   0.3128E-02;   0.3137E-02;   0.3132E-02;   0.3119E-02;   0.3103E-02;   0.3087E-02;   0.3073E-02;   0.3064E-02;   0.2447E-02
  0.1500E-02;   0.1920E-02;   0.2002E-02;   0.2111E-02;   0.2237E-02;   0.2373E-02;   0.2511E-02;   0.2645E-02;   0.2769E-02;   0.2876E-02;   0.2962E-02;   0.3025E-02;   0.3065E-02;   0.3086E-02;   0.3094E-02;   0.3093E-02;   0.3087E-02;   0.3079E-02;   0.3071E-02;   0.3065E-02;   0.2450E-02
  0.1574E-02;   0.2003E-02;   0.2069E-02;   0.2160E-02;   0.2267E-02;   0.2385E-02;   0.2506E-02;   0.2625E-02;   0.2735E-02;   0.2833E-02;   0.2914E-02;   0.2976E-02;   0.3021E-02;   0.3049E-02;   0.3065E-02;   0.3072E-02;   0.3073E-02;   0.3071E-02;   0.3068E-02;   0.3065E-02;   0.2451E-02
  0.1620E-02;   0.2055E-02;   0.2112E-02;   0.2192E-02;   0.2287E-02;   0.2393E-02;   0.2503E-02;   0.2612E-02;   0.2714E-02;   0.2806E-02;   0.2884E-02;   0.2946E-02;   0.2993E-02;   0.3025E-02;   0.3046E-02;   0.3058E-02;   0.3064E-02;   0.3065E-02;   0.3065E-02;   0.3064E-02;   0.2450E-02
  0.1232E-02;   0.1664E-02;   0.1707E-02;   0.1766E-02;   0.1838E-02;   0.1918E-02;   0.2002E-02;   0.2085E-02;   0.2164E-02;   0.2235E-02;   0.2295E-02;   0.2345E-02;   0.2383E-02;   0.2411E-02;   0.2430E-02;   0.2441E-02;   0.2447E-02;   0.2450E-02;   0.2451E-02;   0.2450E-02;   0.1838E-02
